Count		Words
1		L’Equipe,
2		repeated
1		denial
2		“disappeared”
1		view.
2		accompanied
1		Kan
1		three-time
2		Olympian
3		retiring
3		sport.

4		WTA
4		chairman
7		Steve
3		Simon
3		published
1		alleviated
1		organisation’s
4		concerns
6		“As
1		globally,
2		formal
3		authorities
1		privately
5		discuss
1		situation,”
2		firm
13		position
3		thoughts
1		Shuai.”

31		—
6		born
15		American
3		father
4		mother
2		popular
6		stars
1		endorses
2		luxury
2		brands.
5		competed
2		2019.
1		‘Poetic
1		justice’:
2		reacted
31		AFCON
2		win

1		Celebrations
17		across
81		Senegal
2		triumph.

4		Senegal's
24		Egypt

36		Egypt
1		[Zohra
1		Bensemra/Reuters]

1		Jubilant
2		poured
1		onto
1		streets
3		Senegal,
18		went
1		overdrive
6		West
7		African
4		nation’s
9		historic
6		public
1		holiday
11		declared
2		seven-time
5		Sadio
17		Mane
1		converting
14		Olembe
4		Cameroon’s
3		Yaounde
6		Sunday
3		evening.

3		converts
12		final

2		final:
4		kicks
2		AFCON:
3		Gambia
4		Africa’s
3		best

4		Online
4		abuse,
9		death
4		threats
4		Nigeria
6		exit

2		4-2
1		banishing
2		memories
11		2019
2		failure
1		Algeria.
9		striker
11		missed
1		seventh-minute
2		penalty.

6		Here
37		how
1		win:

1		“Success
2		delay
1		consistency,”
1		Usher
1		Komugisha
2		tweeted
3		reference
6		Aliou
4		Cisse
2		2002
2		2019.

1		Jamie
1		Carragher,
3		player,
2		Mo
12		Salah
1		currently,
6		Egypt’s
6		Mohamed
4		kick
1		(which
5		needed
1		end)
1		“madness”.

5		happened
1		Jazeera’s
1		Assed
1		Beig
1		reporting
4		celebrating
4		fans.

7		comments
4		Mane’s
1		nerves
1		failing
1		attempt.

4		clubs,
3		FC,
1		chorus
1		congratulating
1		kick.

1		Parish,
1		Crystal
1		Palace
1		England,
2		congratulated
1		Cheikhou
2		Kouyate,
1		“could
1		nicer
1		person”.

1		Enthusiasm
1		stretched
1		Macky
1		Sall
1		“beautiful
2		communion
1		pride”.

1		“So
2		you!
2		Congratulations
1		heroes!”
6		added.

2		Translation:
1		champions!!!
20		What
1		game!
1		team!
1		it!
1		Beautiful
6		moment,
2		beautiful
1		pride.
13		So
1		heroes!

1		Compliments
1		55-country
1		bloc’s
1		Chair
5		Moussa
1		Faki
1		Mahamat
16		Twitter
1		account.

3		To
4		mark
1		historical
10		Senegalese
1		Idrissa
1		Gana
1		Gueye
6		posted
4		picture
9		team,
2		writing
1		simply:
1		“History”.

1		Cheers
2		heavyweight
1		Francis
1		Ngannou.

4		“They
8		doubt
1		final,”
2		crowds
1		Dakar
1		jubilation:

1		reminder
10		things
5		according
1		plan
1		start:
3		tells
3		journalists
1		pink
4		outfit
4		shows
11		plays
6		shot
1		tournament

1		assauly
3		Mike
1		Segar/Reuters]

24		year
1		Vice-Premier
1		Tennis:
1		T-shirt
6		campaign
1		resumes
3		Open

1		Shuai:
1		hail
3		stand
2		Shuai

6		Why
1		rallied
1		accusations
3		quickly
2		deleted
2		weeks.

2		apparent
1		disappearance
3		triggered
3		widespread
6		world,
2		tournaments
1		result.

4		eventually
4		conference
3		21
8		later
1		videos
15		sporting
3		events.

2		disappeared.
9		people,
1		messaged
1		simply
2		impossible
3		answer
1		messages,”
2		newspaper
1		L’Equipe
1		Chinese-language
1		Monday.

5		“But
1		friends.
4		talked
4		them,
1		answered
1		emails,
1		WTA.”

2		Peng,
1		Chief
2		Staff
1		Kan,
1		claim.

4		“In
1		text
3		accused
5		someone
1		assault.
23		really
1		write?
1		understand,”
1		daily’s
1		Peng.

1		“Sexual
1		assault?
6		anyone
1		sexually
1		assaulted
34		me
1		way,”
1		replied
1		elaborating.

1		now-deleted
1		Twitter-like
2		Weibo,
3		written
1		“why
32		your
2		house
1		relations
1		you?”

2		previously
1		Lianhe
1		Zaobao,
1		language
1		December.

1		Discussion
2		scandal
1		censored
1		tightly
2		controlled
1		cyberspace
1		searches
2		Peng’s
3		Weibo
1		search
1		results.

3		updated
4		account
1		removed.

1		denials
1		allay
1		wellbeing
1		month’s
1		Open
1		T-shirts
1		bearing
1		‘Where
1		Shuai?’

5		met
10		together
4		nice
1		discussion
1		exchange,”
29		announced
1		tennis.

4		meeting
5		events.
4		plans
5		travel
3		pandemic
6		visit
1		headquarters
1		Switzerland,
1		added.
1		faces
1		fallout
2		consequences
9		war
1		rippling
5		express
14		Ukraine.

6		Napoli
8		Barcelona
2		'Stop
2		War'
2		banner

5		FC
5		banner
17		Europa
1		[Ciro
1		De
1		Luca/Reuters]

1		John
1		Duerden

5		27
4		2018,
1		basked
1		acclaim
8		hosting
2		admired
9		pitch
7		reached
1		quarter-finals
1		post-Soviet
2		24,
3		cutting
6		ties
1		companies,
4		moving
5		country,
3		sending
2		messages
7		Poland,
6		refuse
5		qualifier
1		‘It
1		hell’:
1		Long
2		lines
2		border

1		Romania
9		edge
1		invades
4		Ukraine:
4		view
8		city
1		‘frozen
1		horror’

1		continues,
6		sport,
9		short
1		terms.

3		Saturday,
1		refusal
1		March’s
12		playoff
2		qualifiers
1		Andrzej
1		Duda
1		agreed
1		media:
5		“You
1		bandits!”

1		growing
11		pressure
9		football’s
5		body,
1		regulator,
6		UEFA,
3		competitions.

1		cry
10		2018
12		Vladimir
17		Putin
2		smiling
3		alongside
3		Gianni
1		Infantino.

4		thinking
1		‘what
29		great
1		country’
1		illustrative
1		manipulate
1		people’s
1		perceptions
2		country,”
2		Chadwick,
1		Eurasian
1		Emlyon
1		Business
1		School,
3		Jazeera.

4		Since
2		1999,
3		increasingly
2		invested
1		industry,
9		major
2		competitions.
3		companies
7		signed
7		sponsorship
1		deals
1		businessmen
1		clubs.

2		James
1		Corbett,
1		correspondent
1		finance
1		Off
1		Pitch,
2		condemnation,
1		doubtful
1		“Russia
3		invaded
3		Crimea
3		batted
1		eyelid,”
3		Corbett
1		“Likewise,
1		[Russia]
1		reputationally
2		horrendous
1		cheating,
12		allowed
1		compete,”
1		added,
1		referring
3		state-run
1		programme.

1		hypocrisy
9		calls
2		banish
3		“For
2		example,
2		illegal
1		occupation
1		Iraq
1		[in
1		2005]
6		London
1		Olympics.”

16		may
1		headache
4		but,
1		general,
11		quick
7		aggression
6		cut
1		reduce
1		links
4		business
4		partners
1		sponsors.

2		Aeroflot
1		Kingdom’s
1		airspace,
4		ending
13		deal
3		largest
1		airline.

12		German
14		Schalke
3		state-owned
8		gas
11		giant
17		Gazprom
1		shirts,
2		switched
1		May’s
2		St
1		Petersburg’s
8		Arena
1		Paris,
6		Formula
3		One
4		Grand
3		Prix
11		teams,
1		Haas,
4		livery
2		potash
2		Uralkali
1		cars.

1		addition,
2		relocate
3		Chadwick
1		reversing
1		Moscow’s
3		investment
1		involvement
1		difficult.

1		interdependency
3		football,
2		established
1		decades
12		difficult
3		remove
7		themselves
1		from,”
2		“UEFA
3		learned
1		straightforward
2		games,
2		relatively
1		cost,”
1		$45m
4		terminate
3		Gazprom.

2		serious
4		expect
1		weeks,”
6		Meanwhile,
1		wishing
8		sponsor
46		teams
1		“because
3		they’re
26		part
1		pariah
1		associated”.

1		themselves,
4		usually
9		anything
12		getting
1		legitimacy.
1		joke
1		‘Let’s
1		buy
1		Gazprom’
1		credence.
4		Who
1		buys
1		USM
1		[a
1		Everton]
2		chooses
1		brands?
1		Whatever
3		future,
4		hanging
1		them.”

1		Chelsea,
7		relationship
5		goes
1		deeper
1		sponsorship.
1		highest-profile
1		asset
3		owned
2		Europe.
2		Stamford
2		Bridge
6		owner
4		Abramovich’s
4		turned
4		world.

1		invasion,
2		MP
1		Byrant
3		Parliament
3		UK
1		seize
4		assets
5		bar
1		owning
2		club.
10		days
2		later,
1		transferring
4		trustees
5		charitable
1		foundation,
1		owner.

6		“This
4		terms
4		him,
1		[Chelsea’s
1		Russian-Canadian
1		director]
1		Marina
1		Granovskaia
1		pivotal
1		strategy
1		signing
1		players,”
1		Chadwick.

1		Stronger
8		affect
1		business.

1		monitored,
1		movements
1		restricted
1		visas
1		denied,
1		freezes
6		movement
1		boundaries
1		involve
1		fees,”
1		sanction
2		discussed
1		SWIFT,
3		payments
1		system.

1		operate
2		system
5		organisation
1		difficulties
1		collecting
8		money
1		owed
2		Asian
1		Confederation,
9		faced
2		problems
6		receiving
1		fees
1		overseas.

4		footballers
2		waiting
4		happens
4		weeks
5		decide
1		war.

13		comes
1		trade-off
2		Chadwick.
1		sacrifice
1		economically
2		politically
2		maybe
1		morally,
1		point.”

6		initial
1		reaction
4		go.

1		sustain
1		this,”
2		long-term
1		trajectory
1		itself
1		isolated
1		trouble.”
4		Mane,
1		voted
1		tournament’s
3		Egypt.

7		Stade
1		d'Olembe
2		Yaounde.

1		[Charly
1		Triballeau/AFP]

28		6
1		spot-kick
3		shoot-out
6		Yaounde,
1		banished
2		Algeria.

2		‘She
2		everything’:
10		Cameroon
2		mourns
2		stampede
2		victims

1		Goalkeeper
1		Mohanad
1		Lasheen
7		allow
8		chance
1		gain
1		reward
1		spurned
1		numerous
1		opportunities
6		game.

2		goalkeeper
2		Abo
4		Gabal
2		thank
1		outstanding
3		keeping
1		bay
1		energy-sapping
1		conditions.

2		mo
1		salahEgypt’s
1		Elneny
2		[Mohamed
2		Abd
2		El
1		Ghany
1		/Reuters]

1		poetic
1		justice
2		Cisse,
1		goalless
2		draw,
1		shoot-out.

2		Egypt,
1		Carlos
1		Queiroz
1		dug-out,
2		battled
2		created
1		half-chances,
1		talisman
1		ineffective.

1		tears
5		end,
2		2017
3		seeing
6		teammate
2		fate
1		around.

1		fluffed
1		Abdelmonem’s
1		late,
1		reckless
7		challenge
1		Saliou
1		Ciss.

3		lengthy
2		conversation
1		spot-kick.

1		latter
4		middle
1		saved,
1		10th
3		miss
1		Ghany/Reuters]

3		Ismaila
1		Sarr’s
1		trickery
1		wing
2		caused
1		occasions.

6		finally
1		alarm
2		Mendy.

1		pattern
3		continued
9		doing
2		attacking
1		Famara
2		Diedhiou
1		succession.

1		Marwan
1		Hamdi
2		fine
3		stop
1		deny
2		substitute
1		Bamba
1		Dieng.

2		net
2		trophy.
1		Latest
2		updates
2		Senegal.

1		senegal
2		aloft
1		[Reuters]

5		|

4		Updated:
1		10:51
2		PM
2		(GMT)

1		penalty

2		Teams
3		tied
23		0-0
1		extra-time

11		looking
3		record-extending
2		title

1		finalists
1		(2002,
1		2019)

1		Hello
3		welcome
1		Nations.

4		Egypt:
3		preparing
19		need
1		Faras
1		Ghani
3		I’ll
6		bring
8		Oluwashina
1		Okeleji
11		Daniel
1		Ekonde
1		blog
1		closed.
1		Click
3		read
1		wrap
6		final.

1		22:30
18		GMT

1		wrap

1		Thankyou
1		joining
14		us
5		journey.
1		Africa.
9		man
1		sealed
1		deal.

6		wait
1		ended

1		relief
2		fans.
1		Clad
2		colours,
4		emotional
1		adoration
1		love,”
1		adds
1		witnessing
1		himself.

1		Nations[Reuters]

2		continues
1		salah[Reuters]

1		Possession,
2		goal,
1		tackles,
10		nothing
2		matters
2		clock
1		120th
1		minute.

3		Pharaohs
5		extra-time
2		knockouts
5		Gabaski
2		posts
1		start.

1		mattered.
14		didn’t
1		Loud
1		noise
2		witness
1		SENEGAL
1		WIN
1		AFRICA
1		CUP
2		OF
1		NATIONS!

1		Mane!
1		man!
1		Misses
2		seventh
2		minute,
1		120th.

1		finals.

1		crown
2		continues.

7		Final
2		Egypt[Reuters]

1		Penalty
1		kicks

5		⚽
2		❌
1		⚽

1		❌

1		lists
1		ready,
4		what’s
1		stake.

1		Hold
7		on,
2		penalties.

1		Didn’t
4		seem
1		we’d
3		minute
1		are.

25		🕛
1		116
23		mins

2		moves
3		excellent
1		save!

2		You’re
2		wondering
1		shooting
1		boots
6		time.

136		
1		115
1		Probably
1		so.
2		Dieng
1		fires
4		and,
7		well,
7		yet
1		again!

1		110
2		Into
2		10.
1		gathering
7		pace
4		11
3		picking
1		gear.

2		Getting
2		warmed
1		penalties?

1		105
1		Half-time
1		extra-time.
4		15
1		bring?
1		ref’s
4		whistle
3		announce
1		kicks?

1		Tired
1		legs,
2		tired
2		minds,
1		fingers
1		(mine).
1		Something
1		give.

1		Btw,
1		1965.

1		stands,
1		sing
1		dance,
1		goal.
1		quiet,
2		100
1		Gabaski.
1		Saves.
1		Again.

1		keeper
2		keeps
3		tie
1		flying
4		corner
4		keep
1		Dieng’s
4		attempt
3		out.

1		91
1		again!
1		Seemed
1		routine
4		underway
1		30.

1		supporter,
1		Haller
1		Delan,
1		‘We
8		believe
5		God
1		us’,”
14		head
2		minutes.
5		understand
6		supporting
2		partly
1		eliminated
1		semis,”
3		chips
1		bite-sized
1		input
1		settled
1		chairs
2		again.

1		Extra-time
1		is

12		seven
1		(Senegal
1		5,
1		2)
1		keepers.
2		fired
1		free-kicks
1		bar.

2		on.
1		consecutive
1		appearance
4		year.
1		Fourth
13		With
1		extra-time/penalties
1		wins,
2		supporters
1		loving
1		85
1		Spectacular
18		ahead
1		flies
5		way,
1		(again).

1		five.

1		81
1		no.
3		free-kick
1		sails
1		far,
1		Gabanski,
2		down.

1		79
3		box.

1		tripped
1		Fathy
1		(who
1		yellow).
3		Will
1		count?

4		70
2		Twenty
1		left.
10		year’s
1		(all
1		gone
1		ET)?

1		chart
1		(52%)
1		somewhere
1		frustrating
2		sound
2		fade
1		away,
1		Egyptian
1		alive.
1		They’ve
1		travelled
1		large
1		game…
4		hear
1		drums
1		Cairo
1		section
1		stadium,”
5		Stadium.

1		Trust
1		TikTok
2		remind
1		real

1		60
1		Another
4		No
2		luck
1		(or
1		goal)
1		quickly.

2		🟨
1		Diallo
5		gets
6		yellow
1		foul
1		Gabanski
11		makes
1		denying
1		from,
1		guessed
9		it,
1		Sarr.

1		Give
1		45

2		drinking
1		spot,
2		spoken
1		rooting
2		Senegal.
4		Despite
1		half,
1		Vincent,
17		score
1		final..
1		‘Mane
1		let’s
2		45
1		minutes’.”

1		cameroon
1		football[Daniel
3		Ekonde/Al
5		Jazeera]

2		48
1		Free-kick
1		sailed
3		Second
1		underway

2		Right
1		here’s
1		minutes.

1		penalties?
2		know.
1		cards?
1		Probably.
1		goal?
1		so.

1		“Senegal
1		nervous.
1		Intense
4		half-time
1		discussion.
1		lady
1		clad
3		colours
1		‘I
6		worried
3		misses
1		half’.”
2		eyes
1		ears
1		Half-time

1		whistles
1		(yet)
1		very,
1		talking
5		point
1		discussions
1		having.
1		ref
2		offering
1		Salah.

1		Three
1		Egypt[Anadolu
1		Agency]

1		44
1		approaches,
12		look
1		likelier
15		ball
1		net…
2		earlier.

1		43
1		SALAH!
1		Saved
1		37
1		Fathi
1		books.
1		Salah’s
1		(despite
1		offered
1		ref)
1		stays
1		long,
4		him.

1		31
1		Oluwashina,
7		expert
1		this:

1		half-hour
1		mark:
2		creating
1		chances.
1		Fit-again
2		Watford
2		Sarr
1		probing
2		right.
19		His
3		dangerous
1		crosses
1		Teranga
1		Lion.”

1		target..
1		28th
2		minute.
1		43%
4		involved.

1		Don’t
1		forget,
1		(one
1		them)
1		top,
4		on.

4		presence
2		pitch.
2		toll
1		Mane?

1		upper
4		hand
1		(on
1		stats).
1		Great
1		Gabaski.

1		“Cameroon
1		screaming
1		‘inside
1		net’.
1		SAVED.
1		celebrate,
1		shock,”
2		seated
1		Olemebe
1		PENALTY
1		19:00
1		silence
7		month
2		crush
3		stadium.

1		right.

1		18:49
1		up

5		closing
2		Biya
1		house,
1		poll
1		anthems.

1		Less
1		18:27
2		win,
1		then?
5		That’s
20		lot
1		poll:
2		👇

2		Salah,
4		tournament,
2		followers
1		voting!

1		18:20
5		ground
1		“Senegal’s
1		goal-keeper
1		warm-up
4		he’s
1		seats.
1		Clearly
4		knocked
1		semis,
1		today.”

1		18:06
1		Reminder:
4		Both
5		sides
1		Algeria
2		2017.

4		INTERACTIVE
2		Road
1		18:00
1		Line-ups

1		Senegal:
1		Ciss,
1		Koulibaly,
1		Diallo,
2		Sarr,
1		Gueye,
1		Diedhiou

1		Gabal,
1		Emam,
1		Abdelmonem,
1		El-Wensh,
1		Fetouh,
1		Elsulya,
1		Elneny,
1		Fathi,
1		Marmoush,
1		Mostafa

1		17:59
2		kick-off.
1		Time
1		predict
1		tonight’s
1		(if
4		haven’t
1		yet).
1		Go
3		page
1		vote
1		win.

1		17:48
1		this:
1		“Stadium
2		erupts
1		applause
1		Paul
1		arrives
1		wife.”

1		Imagine
1		scenes
2		Cameroon[Oluwashina
2		Okeleji/Al
1		17:43
1		17:26
1		lesson

1		winners.
1		see,
1		reason.

1		17:23
1		comfortably
6		is,
1		umm,
1		“Police,
1		firefighters,
1		naval
1		airforce
1		officers,
1		army,
1		Gendarmeries,
1		guard,
1		others…
2		they’ve
1		hours,”
3		says.

1		Mind
1		you,
1		walk
3		miles
1		“Closure
1		roads
12		hours
1		kick-off
5		police
1		lining
1		streets,”
1		adds.

1		Still
1		kick-off.

1		17:19
1		Here’s
2		gathered
3		embassy
1		Bastos,
1		buses
1		Seems
4		decent
2		turnout
2		Cameroon[Daniel
1		17:09
1		Reading
2		time

11		While
1		field,
2		worthy
10		reading
2		material
1		dive
1		into:

1		‘I’m
1		Mane’:
1		16:59
1		Prediction
1		Right,
1		win?
1		Senegal?
1		Egypt?

1		Cast
1		votes
10		rights
1		else.
1		16:35
1		Head-to-head

3		occasions
4		day.

1		head

1		16:15
1		Route
1		Neither
1		guns
1		blazing
2		matches,
1		edging
1		Guinea-Bissau
1		Sudan
1		scorelines
4		opener
1		Nigeria.

1		stalemates
1		Guinea
1		Malawi
7		followed
3		Zimbabwe
1		opener.

6		picked
1		16:00
1		title.
2		exciting
1		duos
5		facing
13		each
2		leads
1		Mane.

1		Yaounde’s
4		killed
4		January
5		25
1		tragedy
1		overshadowed
1		Cameroon.
1		Footballers
7		pay
8		Moroccan
6		boy
6		Rayan
2		tragic
1		death

1		Clubs
4		expressed
4		condolences
1		Oram,
2		died
1		stuck
18		five
6		emergency
2		services
3		five-year-old
3		Oram
1		ambulance

1		ambulance
2		pulling
1		shaft
4		1,
4		remote
5		village
2		Ighrane
1		rural
3		northern
2		province
2		Chefchaouen
1		[Fadel
1		Senna/AFP]

2		trapped
2		resulted
2		outpouring
1		reactions
1		worldwide,
2		famous
1		footballers,
1		commentators.

1		recovered
1		town
1		mechanical
1		diggers
5		worked
1		extract
4		32
1		metres
1		(100
1		feet)
1		narrow
1		well.

1		Morocco:
1		MENA’s
3		rare
1		climate
2		success
9		story

2		Morocco’s
1		king
2		Western
1		Sahara
1		debate

2		Morocco
2		construction
1		vaccine
1		plant

1		Paris-Saint
1		Germain
1		footballer
1		Achraf
1		Hakimi
1		drawing
3		Rayan’s
2		filling
1		expanse
2		hole
1		dug
5		reach
4		rescue
1		workers
4		bottom
1		page.

1		“To
2		God,
1		belong
1		return”
1		caption
4		Arabic
1		verse
1		Quran.
3		PSG
11		France
1		Kylian
1		Mbappe
8		own
2		story.

4		Several
1		pages.

1		“Sevilla
8		board
1		directors
2		extend
2		sincere
1		Rayan,”
3		Spanish
1		FC’s
2		suit,
2		tweeting:
1		“With
2		sadness
1		sorrow,
5		received
1		Rayan.
3		sympathy
4		parents
1		United’s
3		solace
1		Saudi
1		Hilal
1		Nassr,
1		Wydad
2		Athletic
1		Fath
1		pages
3		sharing
1		death.

1		Zamalek
4		Club,
1		respects
2		Arab
2		people.

1		“From
1		narrowness
1		paradise
1		heavens,
1		willing,”
2		tweeted.

1		BeIn
1		commentator
1		Hafidh
1		Derradji
1		“Rayan
5		son
9		everyone
1		transfixed
1		operation.

1		“Millions
4		care
1		grieve
1		death,”
3		child
2		father,
10		May
6		rest
2		grant
4		family,
1		enlivened
1		souls
1		captured
2		hearts
4		period
1		live,
2		alone
1		dark
3		well.
4		granted
2		millions
1		cared
1		saddened
1		death.
2		peace.
3		becomes
4		29
4		02:29

1		09:16
1		kicked
1		cloud
2		restrictions,
2		treatment
1		Uighurs.

1		Jinping
9		open
4		heavy
1		ice-blue
1		tones
1		imagery.

1		exiles:
1		Boycott
1		‘genocide’

1		low-key
1		torch
1		relay
2		Almost
1		3,000
1		Where
1		place?

1		Yanqing
1		(75km
1		47
1		Beijing)
1		Zhangjiakou
1		(180km
1		111
1		Beijing).

1		overview
2		games

1		ceremony?

12		competition
18		started
2		Friday,
1		8pm
1		(12:00
1		GMT).
5		known
1		Nest
4		Are
1		bubble?

5		Some
1		60,000
1		coaches,
3		officials,
1		delegates,
1		personnel,
12		expected
1		loop”
1		accommodation
1		transport.
2		freely
2		public.

1		olympicsA
1		fence
1		surrounds
1		non-competition
1		closed-loop
3		area
1		spread
1		[Thomas
1		Peter/Reuters]

1		Has
1		attending?

5		23,
1		287
1		tests
1		games-related
2		personnel
1		610,000
1		tests.

2		Olympics?

1		Tickets
1		sold
4		instead
3		organisers
1		distributing
1		“targeted”
5		groups
2		Those
4		required
1		undertake
4		COVID-19
1		prevention
5		before,
1		Organisers
8		stadium
1		capacities
5		least
1		percent.

2		imposing
1		boycott?

4		Canada,
3		Australia,
2		Kingdom
4		human
1		record.

2		Athletes
13		government
1		representatives
1		Beijing.

1		warned
2		boycotting
1		“pay
1		price”
1		“mistake”.

1		backlash
1		Uighurs?

4		Uighurs
1		(also
1		spelled
1		Uyghurs)
4		ethnic
1		minority
2		mostly
2		living
1		Xinjiang
1		autonomous
7		region
1		predominantly
1		Muslims.
3		According
1		records,
10		million
1		Uighurs,
2		representing
2		Xinjiang.

5		revealed
1		detained
1		“counter-extremism
1		centres”
4		report
1		“forced
1		so-called
1		re-education
1		camps
3		political
1		cultural
1		indoctrination”
4		beginning
1		rejected
1		allegations,
1		policies
4		towards
1		Muslim
1		minorities
1		western
5		necessary
1		“fight
1		extremism”
3		promote
1		upward
3		economic
1		mobility
1		impoverished
1		groups.

3		Have
1		games?

1		Behaviour
1		violates
1		“Olympic
1		spirit”
3		subject
1		punishment,
1		organisers.

2		opinions
1		conferences
2		bubble,
2		ceremonies.

1		expression
2		spirit
8		sure
1		behaviour
1		speeches
1		spirit,
1		laws
1		regulations,
1		punishment,”
1		Yang
1		Shu,
4		director
1		2022’s
1		Relations
1		Department,
2		schedule
1		Alpine
3		skiing

1		Biathlon

1		Bobsleigh

1		Cross-country
1		Curling

1		Figure
3		skating

1		Freestyle
2		Ice
1		hockey

1		Luge

1		Nordic
1		combined

1		Short
1		speed
1		Skeleton

1		jumping

1		Snowboard

1		Speed
1		Games?

3		Italian
4		cities
1		Cortina
1		d’Ampezzo
2		22,
1		2026.
6		Swimming
1		unveils
23		new
6		transgender
3		athletes

5		policy
4		Lia
2		Thomas,
1		transitioned
14		moved
2		Pennsylvania
13		men’s
2		Swimmer
1		competing

2		applies
4		wish
2		swim
3		category
2		biological
6		gender
4		assigned
3		birth
3		Davis
1		Turner/Reuters]

1		Swimming,
2		governs
3		unveiled
5		elite
4		included
2		criteria
1		mitigate
1		unfair
1		advantages.

1		Inclusion,
1		Competitive
1		Equity
1		Eligibility
1		Policy,
4		effective
1		immediately,
2		attempts
3		maintain
4		cisgender
3		identity
16		same
1		inclusive
1		competitors.

2		Tokyo
2		Paralympics
2		sees
3		LGBTQ
2		ad
1		backlash.
1		off?

1		Republicans
1		Democrats
3		unite
1		Americans

2		“USA
2		equity
2		inclusivity
6		women
9		participate
1		fervently
4		competitive
2		levels
1		release.

1		Collegiate
1		(NCAA)
15		college
2		university
1		defer
4		bodies
1		regulate
1		athletes.

1		Transgender
1		divisive
1		serving
11		military
1		bathrooms
1		use.

4		gained
1		urgency
2		emergence
2		swimmer
1		transitioning
1		shattering
2		multiple
1		records.

1		guidelines
2		mention
2		22-year-old
3		name,
3		puts
3		eligibility
1		doubt.
1		transition
2		hormone
1		replacement
1		therapy
4		combination
1		estrogen
3		testosterone
1		suppressants.

2		Under
1		policy,
2		below
6		5
1		nanomoles
1		per
1		litre
1		continuously
1		36
1		swimmers.

2		implemented
1		independent
2		medical
1		experts,
5		ensure
1		“prior
6		physical
4		development
6		male
3		advantage
2		athlete’s
1		competitors”.

3		Independent
2		Law
1		Center
1		(IWLC)
1		Forum
1		(IWF),
1		conservative
1		groups,
1		women‘s
3		swimming
2		contingent
1		competingMembers
6		Penn
2		diving
5		issued
1		Athit
1		Perawongmetha/Reuters]

1		Swimming’s
1		insistence
1		eliminate
4		athletic
1		post-pubescent
1		males
1		females
1		science,”
3		Jennifer
1		Braceras,
1		Center,
4		Tuesday.

1		ignores
6		fact
5		fair
5		equal
1		all,”
1		Conservative
1		outlet
5		Fox
4		News
2		anonymous
1		advantages
1		puberty,
1		larger
1		lungs.

1		Members
5		response
1		Thomas.

1		transition,”
6		released
1		value
1		person,
2		teammate,
1		friend.
1		sentiments
5		forward
5		member
4		representative
1		feelings,
1		values,
1		composed
1		39
1		diverse
1		backgrounds.”

1		swimming’s
1		FINA,
4		process
1		developing
1		rules,
1		releases
1		policy.

2		Once
3		request
1		approved,
1		initiate
1		prior
1		date
1		approved.

1		birth.

1		standpoint
3		somewhat
1		trans
1		data
1		top-ranked
7		average
4		ranked
1		500th
1		Commanders:
3		Washington,
3		DC
1		name

7		Washington
1		joins
7		professional
6		drop
5		names
2		Indigenous
2		racist.

14		New
3		Commanders
1		sign

8		Native
1		activists
2		advocacy
3		campaigned
3		[Patrick
3		Semansky/AP
2		Photo]

1		(NFL)
1		Commanders,
2		replace
1		franchise’s
1		Americans
2		threatened
1		sponsors
5		squad
2		2020.

3		Foreign
2		investors
3		eye
2		takeover
10		Brazilian
3		clubs

2		Cup:
1		qualified
1		sues
1		Proud
1		Boys,
1		Oath
1		Keepers
1		riot

2		avoiding
2		imagery
4		rebrand
1		seasons.

1		organization,
1		rally
1		rise
1		paying
1		homage
1		roots
3		represent
1		capital,”
1		co-owner
2		Dan
2		Snyder
1		Tanya
1		SnyderThe
1		Snyder,
3		fought
3		name.

1		ramped
1		nationwide
1		racism
1		brutality
1		killing
5		George
1		Floyd.

1		FedEx
1		Corp,
1		naming
1		suburban
1		Landover,
1		Maryland,
1		rebrand.
1		PepsiCo
1		Nike
1		FedEx’s
1		Ray
1		Halbritter,
1		Oneida
1		Nation
4		leader
1		Change
1		Mascot
3		campaign,
1		Wednesday’s
4		announcement
1		signalled
1		“historic
1		Americans,
1		civil
1		advocates,
2		fans,
1		importantly,
1		generations”.

3		seeking
3		advance
4		respect
1		societies,”
1		Halbritter
1		(PDF).

3		“While
1		changing
1		celebration,
1		today’s
2		treated
3		simple
1		rebranding
10		important
3		forget
1		recognize
2		possible.
1		erase
2		damages
1		dictionary
1		defined
1		slur
3		nor
1		apology
2		organization
1		use.”

2		18-month
1		40,000
3		fan
1		submissions,
1		surveys,
5		focus
1		meetings.

1		Bowls
2		NFL’s
1		marquee
1		franchises,
1		Forbes
1		August
1		league’s
2		valuable
1		$4.2bn.

3		Many
1		collegiate
1		themes,
2		push
1		educate
1		society
2		Tribal
2		for,
2		invite
1		leagues,
1		schools,
1		corporations
1		long-overdue
1		change,”
1		Congress
5		using
1		#NotYourMascot.

1		Major
1		Baseball’s
1		(MLB)
1		Atlanta
1		Braves
6		Hockey
1		League’s
2		Chicago
1		Blackhawks
1		names.

1		MLB’s
2		Cleveland
6		July
1		Guardians
12		season,
3		drew
2		viewed
